datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.9247364067693025,1.0,10.924736406769302
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.7995625543342152,0.9999997588734665,10.79956014306888
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.9655498970020803,0.9999990354939822,10.965540251941903
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.4570775243698908,0.999997829861896,10.45705582298885
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.9426691435887025,0.9999961419777894,10.942630563366595
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.30015023746253866,0.9999939718424762,10.300089955887302
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.7783954486871815,0.9999913194570031,10.778308643257212
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.6103951509020995,0.9999881848226492,10.610276999128592
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.069129224697557,0.9999845679409262,10.068974904106819
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.004645737588085397,0.9999804688135782,10.004450425723867
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.7191374985909444,0.9999758874425823,10.718896373016767
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.7712491950613647,0.9999708238301476,10.770957433362842
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.08117783905524056,0.9999652779787161,10.080830618842402
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.08632611202173401,0.9999592498909624,10.085918610931358
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.9781544883682786,0.9999527395697936,10.977681884066214
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.8444159173859448,0.9999457470183493,10.843873387569438
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.6505997912713752,0.9999382722400014,10.64998251367139
2032-01-01 17:00:00,2032-01-01 17:00:00,2032,1,1,0.1799478857852541,0.9999303152383551,10.179251038168804
2032-01-01 18:00:00,2032-01-01 18:00:00,2032,1,1,0.333834834103243,0.9999218760172474,10.333053594275716
2032-01-01 19:00:00,2032-01-01 19:00:00,2032,1,1,0.518496949713666,0.999912954580748,10.517626495521148
2032-01-01 20:00:00,2032-01-01 20:00:00,2032,1,1,0.5504485815769953,0.9999035509331596,10.549484090908592
2032-01-01 21:00:00,2032-01-01 21:00:00,2032,1,1,0.2688617309776037,0.9998936650790171,10.267798381767774
2032-01-01 22:00:00,2032-01-01 22:00:00,2032,1,1,0.48640280770361477,0.9998832970230879,10.485235777934493
2032-01-01 23:00:00,2032-01-01 23:00:00,2032,1,1,0.07877918915122095,0.9998724467703719,10.07750365685494
2032-01-02 00:00:00,2032-01-02 00:00:00,2032,1,2,0.9588818408471833,0.9998611143261019,10.957492984108203
2032-01-02 01:00:00,2032-01-02 01:00:00,2032,1,2,0.2807612820094123,0.9998492996957429,10.279254278966842
2032-01-02 02:00:00,2032-01-02 02:00:00,2032,1,2,0.06333055981629665,0.9998370028849926,10.061700588666223
2032-01-02 03:00:00,2032-01-02 03:00:00,2032,1,2,0.17909212604953872,0.999824223899781,10.177334365047349
2032-01-02 04:00:00,2032-01-02 04:00:00,2032,1,2,0.5375052951593432,0.9998109627462709,10.535614922622052
2032-01-02 05:00:00,2032-01-02 05:00:00,2032,1,2,0.4585847451448305,0.9997972194308576,10.456556939453408
2032-01-02 06:00:00,2032-01-02 06:00:00,2032,1,2,0.11203910115715043,0.9997829939601689,10.109869040758838
2032-01-02 07:00:00,2032-01-02 07:00:00,2032,1,2,0.8633520092510396,0.999768286341065,10.861034872661689
2032-01-02 08:00:00,2032-01-02 08:00:00,2032,1,2,0.14528005100581765,0.9997530965806385,10.142811016812203
2032-01-02 09:00:00,2032-01-02 09:00:00,2032,1,2,0.9588371581790173,0.999737424686215,10.956211405041167
2032-01-02 10:00:00,2032-01-02 10:00:00,2032,1,2,0.1808805995838555,0.9997212706653522,10.178093306237377
2032-01-02 11:00:00,2032-01-02 11:00:00,2032,1,2,0.5384919490315784,0.9997046345258405,10.535538294289983
2032-01-02 12:00:00,2032-01-02 12:00:00,2032,1,2,0.6573205904008951,0.9996875162757026,10.654195753157921
2032-01-02 13:00:00,2032-01-02 13:00:00,2032,1,2,0.12556437013954924,0.9996699159231939,10.122263529371489
2032-01-02 14:00:00,2032-01-02 14:00:00,2032,1,2,0.6656656656139266,0.9996518334768022,10.662184000381949
2032-01-02 15:00:00,2032-01-02 15:00:00,2032,1,2,0.860704202809116,0.9996332689452478,10.857036892261593
2032-01-02 16:00:00,2032-01-02 16:00:00,2032,1,2,0.42111955640521037,0.9996142223374836,10.417261779780047
2032-01-02 17:00:00,2032-01-02 17:00:00,2032,1,2,0.11330624879766771,0.9995946936626949,10.109253185424619
2032-01-02 18:00:00,2032-01-02 18:00:00,2032,1,2,0.7935804556349987,0.9995746829302993,10.789327284937992
2032-01-02 19:00:00,2032-01-02 19:00:00,2032,1,2,0.4957897124396299,0.9995541901499472,10.491331613939101
2032-01-02 20:00:00,2032-01-02 20:00:00,2032,1,2,0.5848184449952866,0.9995332153315211,10.580150598310498
2032-01-02 21:00:00,2032-01-02 21:00:00,2032,1,2,0.840106577973811,0.9995117584851364,10.835224162825176
2032-01-02 22:00:00,2032-01-02 22:00:00,2032,1,2,0.9488857303847742,0.9994898196211406,10.94378392659618
2032-01-02 23:00:00,2032-01-02 23:00:00,2032,1,2,0.6863693868908852,0.9994673987501137,10.681043374392022
2032-01-03 00:00:00,2032-01-03 00:00:00,2032,1,3,0.05923277664957094,0.9994444958828685,10.053677735478256
2032-01-03 01:00:00,2032-01-03 01:00:00,2032,1,3,0.3977886505335674,0.9994211110304497,10.391999760838065
2032-01-03 02:00:00,2032-01-03 02:00:00,2032,1,3,0.9893339891954906,0.999397244204135,10.98330643123684
2032-01-03 03:00:00,2032-01-03 03:00:00,2032,1,3,0.8279885604591788,0.999372895415434,10.821717514613518
2032-01-03 04:00:00,2032-01-03 04:00:00,2032,1,3,0.29913802496328246,0.999348064676089,10.292618671724172
2032-01-03 05:00:00,2032-01-03 05:00:00,2032,1,3,0.6076760729045594,0.999322751998075,10.60090359288531
2032-01-03 06:00:00,2032-01-03 06:00:00,2032,1,3,0.16114786956756788,0.9992969573935987,10.154117443503555
2032-01-03 07:00:00,2032-01-03 07:00:00,2032,1,3,0.5746593227741545,0.9992706808750998,10.567366131525153
2032-01-03 08:00:00,2032-01-03 08:00:00,2032,1,3,0.36879268466364734,0.9992439224552503,10.36123190921615
2032-01-03 09:00:00,2032-01-03 09:00:00,2032,1,3,0.9528985756518705,0.9992166821469545,10.945065397121414
2032-01-03 10:00:00,2032-01-03 10:00:00,2032,1,3,0.10814586692726291,0.999188959963349,10.100035466560753
2032-01-03 11:00:00,2032-01-03 11:00:00,2032,1,3,0.3250521129336693,0.9991607559178031,10.3166596721117
2032-01-03 12:00:00,2032-01-03 12:00:00,2032,1,3,0.4549033747937623,0.9991320700239181,10.446224075032944
2032-01-03 13:00:00,2032-01-03 13:00:00,2032,1,3,0.8916963125081648,0.9991029022955281,10.882725335463446
2032-01-03 14:00:00,2032-01-03 14:00:00,2032,1,3,0.1371040939530832,0.9990732527466991,10.127836621420073
2032-01-03 15:00:00,2032-01-03 15:00:00,2032,1,3,0.47871791984140044,0.9990431213917298,10.469149133758698
2032-01-03 16:00:00,2032-01-03 16:00:00,2032,1,3,0.324015381706416,0.9990125082451511,10.314140464157926
2032-01-03 17:00:00,2032-01-03 17:00:00,2032,1,3,0.6415827598269581,0.9989814133217262,10.63139689304422
2032-01-03 18:00:00,2032-01-03 18:00:00,2032,1,3,0.28203907354448576,0.9989498366364509,10.271537439908993
2032-01-03 19:00:00,2032-01-03 19:00:00,2032,1,3,0.9835481694909747,0.998917778204553,10.972725951536505
2032-01-03 20:00:00,2032-01-03 20:00:00,2032,1,3,0.3341097356259676,0.9988852380414929,10.322962116040896
2032-01-03 21:00:00,2032-01-03 21:00:00,2032,1,3,0.034592890296129775,0.998852216162963,10.02311505192576
2032-01-03 22:00:00,2032-01-03 22:00:00,2032,1,3,0.31140168095091714,0.9988187125848885,10.299588806799802
2032-01-03 23:00:00,2032-01-03 23:00:00,2032,1,3,0.010884560549764943,0.9987847273234264,9.99873183378403
2032-01-04 00:00:00,2032-01-04 00:00:00,2032,1,4,0.21211675227125548,0.9987502603949663,10.199619356220918
2032-01-04 01:00:00,2032-01-04 01:00:00,2032,1,4,0.3590071454736945,0.9987153118161298,10.346160263634992
2032-01-04 02:00:00,2032-01-04 02:00:00,2032,1,4,0.5555306594754675,0.9986798816037711,10.542329475513178
2032-01-04 03:00:00,2032-01-04 03:00:00,2032,1,4,0.9343473214455377,0.9986439697749765,10.920787019195302
