datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.4095792268027916,1.0,10.40957922680279
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.2184472099724456,0.9999997588734665,10.218444798707111
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.9577718456764742,0.9999990354939822,10.957762200616296
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.09348349204312612,0.999997829861896,10.093461790662085
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.3178147052911101,0.9999961419777894,10.317776125069003
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.8645275773695045,0.9999939718424762,10.864467295794267
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.530126013369314,0.9999913194570031,10.530039207939344
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.5266807646378168,0.9999881848226492,10.526562612864309
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.08803725594311895,0.9999845679409262,10.087882935352381
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.5443158855921093,0.9999804688135782,10.544120573727891
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.4786974090750419,0.9999758874425823,10.478456283500865
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.3124757585049692,0.9999708238301476,10.312183996806446
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.13467813129815998,0.9999652779787161,10.134330911085321
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.6441132557606473,0.9999592498909624,10.643705754670272
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.932035616788934,0.9999527395697936,10.931563012486869
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.119844268171031,0.9999457470183493,10.119301738354524
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.05035058215971322,0.9999382722400014,10.049733304559727
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.5878083833125511,0.9999303152383551,10.587111535696101
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.8871088810595559,0.9999218760172474,10.886327641232029
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.3964633608990009,0.999912954580748,10.395592906706481
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.1479600599936438,0.9999035509331596,10.14699556932524
2050-01-01 21:00:00,2050-01-01 21:00:00,2050,1,1,0.9002511561064424,0.9998936650790171,10.899187806896613
2050-01-01 22:00:00,2050-01-01 22:00:00,2050,1,1,0.7077787163759058,0.9998832970230879,10.706611686606784
2050-01-01 23:00:00,2050-01-01 23:00:00,2050,1,1,0.19607174116734283,0.9998724467703719,10.194796208871061
2050-01-02 00:00:00,2050-01-02 00:00:00,2050,1,2,0.0698566835142388,0.9998611143261019,10.068467826775258
