datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.0202939379364111,1.0,10.020293937936412
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.925775328232772,0.9999997588734665,10.925772916967437
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.6930197320277119,0.9999990354939822,10.693010086967535
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.6031439587198465,0.999997829861896,10.603122257338805
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.9292064616649084,0.9999961419777894,10.929167881442801
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.7454919391988996,0.9999939718424762,10.745431657623662
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.28687095001837426,0.9999913194570031,10.286784144588404
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.39193067293697115,0.9999881848226492,10.391812521163462
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.6176357145816571,0.9999845679409262,10.61748139399092
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.38236745510862125,0.9999804688135782,10.382172143244404
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.0759580872659188,0.9999758874425823,10.075716961691741
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.932352382851341,0.9999708238301476,10.932060621152818
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.2662590599191915,0.9999652779787161,10.265911839706353
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.5093319558672966,0.9999592498909624,10.50892445477692
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.5290350994726165,0.9999527395697936,10.528562495170553
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.2454172355828277,0.9999457470183493,10.244874705766321
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.9926970765505682,0.9999382722400014,10.992079798950583
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.3696871343179785,0.9999303152383551,10.368990286701528
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.3425409805834294,0.9999218760172474,10.341759740755903
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.04849478076568192,0.999912954580748,10.047624326573162
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.7443552314496394,0.9999035509331596,10.743390740781235
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.857279125202895,0.9998936650790171,10.856215775993066
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.1751020952840614,0.9998832970230879,10.17393506551494
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.2244239926309799,0.9998724467703719,10.223148460334698
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.23537068819458618,0.9998611143261019,10.233981831455605
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.2157170707041094,0.9998492996957429,10.214210067661538
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.7921044325980697,0.9998370028849926,10.790474461447996
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.32699793610173145,0.999824223899781,10.325240175099541
2005-01-02 04:00:00,2005-01-02 04:00:00,2005,1,2,0.14463356850642706,0.9998109627462709,10.142743195969135
2005-01-02 05:00:00,2005-01-02 05:00:00,2005,1,2,0.20802296984622914,0.9997972194308576,10.205995164154807
2005-01-02 06:00:00,2005-01-02 06:00:00,2005,1,2,0.9181849117557441,0.9997829939601689,10.916014851357433
2005-01-02 07:00:00,2005-01-02 07:00:00,2005,1,2,0.04032537194233421,0.999768286341065,10.038008235352983
2005-01-02 08:00:00,2005-01-02 08:00:00,2005,1,2,0.46723454760381433,0.9997530965806385,10.4647655134102
2005-01-02 09:00:00,2005-01-02 09:00:00,2005,1,2,0.3000490048120673,0.999737424686215,10.297423251674216
2005-01-02 10:00:00,2005-01-02 10:00:00,2005,1,2,0.20069280772004006,0.9997212706653522,10.197905514373563
2005-01-02 11:00:00,2005-01-02 11:00:00,2005,1,2,0.049393316394170106,0.9997046345258405,10.046439661652574
2005-01-02 12:00:00,2005-01-02 12:00:00,2005,1,2,0.1337694748625189,0.9996875162757026,10.130644637619545
2005-01-02 13:00:00,2005-01-02 13:00:00,2005,1,2,0.03499592365063697,0.9996699159231939,10.031695082882576
2005-01-02 14:00:00,2005-01-02 14:00:00,2005,1,2,0.5225018531931259,0.9996518334768022,10.519020187961146
