datetime,datetime,year,month,day,random,sazonal,timeSeries
2008-01-01 00:00:00,2008-01-01 00:00:00,2008,1,1,0.4817892018523052,1.0,10.481789201852305
2008-01-01 01:00:00,2008-01-01 01:00:00,2008,1,1,0.12896324476946386,0.9999997588734665,10.128960833504129
2008-01-01 02:00:00,2008-01-01 02:00:00,2008,1,1,0.2523684299003738,0.9999990354939822,10.252358784840196
2008-01-01 03:00:00,2008-01-01 03:00:00,2008,1,1,0.007200745754143423,0.999997829861896,10.007179044373103
2008-01-01 04:00:00,2008-01-01 04:00:00,2008,1,1,0.2966970332415053,0.9999961419777894,10.296658453019399
2008-01-01 05:00:00,2008-01-01 05:00:00,2008,1,1,0.3843947353032704,0.9999939718424762,10.384334453728034
2008-01-01 06:00:00,2008-01-01 06:00:00,2008,1,1,0.8981150539836117,0.9999913194570031,10.898028248553642
2008-01-01 07:00:00,2008-01-01 07:00:00,2008,1,1,0.2787758037295801,0.9999881848226492,10.278657651956072
2008-01-01 08:00:00,2008-01-01 08:00:00,2008,1,1,0.5332774429562392,0.9999845679409262,10.5331231223655
2008-01-01 09:00:00,2008-01-01 09:00:00,2008,1,1,0.07125210657906189,0.9999804688135782,10.071056794714844
2008-01-01 10:00:00,2008-01-01 10:00:00,2008,1,1,0.6460094097948198,0.9999758874425823,10.645768284220642
2008-01-01 11:00:00,2008-01-01 11:00:00,2008,1,1,0.0814710539424951,0.9999708238301476,10.081179292243972
2008-01-01 12:00:00,2008-01-01 12:00:00,2008,1,1,0.04815930962769244,0.9999652779787161,10.047812089414855
2008-01-01 13:00:00,2008-01-01 13:00:00,2008,1,1,0.21844178169753847,0.9999592498909624,10.218034280607164
2008-01-01 14:00:00,2008-01-01 14:00:00,2008,1,1,0.11054052129011704,0.9999527395697936,10.110067916988053
2008-01-01 15:00:00,2008-01-01 15:00:00,2008,1,1,0.3894162004346705,0.9999457470183493,10.388873670618164
2008-01-01 16:00:00,2008-01-01 16:00:00,2008,1,1,0.2324290635923203,0.9999382722400014,10.231811785992335
2008-01-01 17:00:00,2008-01-01 17:00:00,2008,1,1,0.8735772614421746,0.9999303152383551,10.872880413825726
2008-01-01 18:00:00,2008-01-01 18:00:00,2008,1,1,0.9381652431526772,0.9999218760172474,10.93738400332515
2008-01-01 19:00:00,2008-01-01 19:00:00,2008,1,1,0.7579993204452831,0.999912954580748,10.757128866252764
2008-01-01 20:00:00,2008-01-01 20:00:00,2008,1,1,0.08007441437437823,0.9999035509331596,10.079109923705975
2008-01-01 21:00:00,2008-01-01 21:00:00,2008,1,1,0.08585530083021686,0.9998936650790171,10.084791951620387
2008-01-01 22:00:00,2008-01-01 22:00:00,2008,1,1,0.8184787220852657,0.9998832970230879,10.817311692316144
2008-01-01 23:00:00,2008-01-01 23:00:00,2008,1,1,0.8480066935028548,0.9998724467703719,10.846731161206574
2008-01-02 00:00:00,2008-01-02 00:00:00,2008,1,2,0.07615621797706595,0.9998611143261019,10.074767361238086
2008-01-02 01:00:00,2008-01-02 01:00:00,2008,1,2,0.6629457169188928,0.9998492996957429,10.661438713876322
2008-01-02 02:00:00,2008-01-02 02:00:00,2008,1,2,0.7399879951463431,0.9998370028849926,10.73835802399627
2008-01-02 03:00:00,2008-01-02 03:00:00,2008,1,2,0.5607393376290766,0.999824223899781,10.558981576626886
2008-01-02 04:00:00,2008-01-02 04:00:00,2008,1,2,0.04937982070331759,0.9998109627462709,10.047489448166026
2008-01-02 05:00:00,2008-01-02 05:00:00,2008,1,2,0.25629107807483387,0.9997972194308576,10.254263272383412
2008-01-02 06:00:00,2008-01-02 06:00:00,2008,1,2,0.029313854361694425,0.9997829939601689,10.027143793963383
2008-01-02 07:00:00,2008-01-02 07:00:00,2008,1,2,0.6321887700616408,0.999768286341065,10.62987163347229
2008-01-02 08:00:00,2008-01-02 08:00:00,2008,1,2,0.7967042419806132,0.9997530965806385,10.794235207786999
2008-01-02 09:00:00,2008-01-02 09:00:00,2008,1,2,0.5765297148191859,0.999737424686215,10.573903961681335
2008-01-02 10:00:00,2008-01-02 10:00:00,2008,1,2,0.5091114709490846,0.9997212706653522,10.506324177602608
2008-01-02 11:00:00,2008-01-02 11:00:00,2008,1,2,0.6196751351095574,0.9997046345258405,10.616721480367962
2008-01-02 12:00:00,2008-01-02 12:00:00,2008,1,2,0.5098515285412704,0.9996875162757026,10.506726691298297
2008-01-02 13:00:00,2008-01-02 13:00:00,2008,1,2,0.8755988227281558,0.9996699159231939,10.872297981960095
2008-01-02 14:00:00,2008-01-02 14:00:00,2008,1,2,0.9063157131530308,0.9996518334768022,10.902834047921052
2008-01-02 15:00:00,2008-01-02 15:00:00,2008,1,2,0.2759900427366244,0.9996332689452478,10.272322732189103
2008-01-02 16:00:00,2008-01-02 16:00:00,2008,1,2,0.880025881441464,0.9996142223374836,10.8761681048163
2008-01-02 17:00:00,2008-01-02 17:00:00,2008,1,2,0.05456893634203219,0.9995946936626949,10.050515872968983
2008-01-02 18:00:00,2008-01-02 18:00:00,2008,1,2,0.05348674819290056,0.9995746829302993,10.049233577495894
2008-01-02 19:00:00,2008-01-02 19:00:00,2008,1,2,0.3095646386877767,0.9995541901499472,10.305106540187248
2008-01-02 20:00:00,2008-01-02 20:00:00,2008,1,2,0.3056859310142187,0.9995332153315211,10.30101808432943
2008-01-02 21:00:00,2008-01-02 21:00:00,2008,1,2,0.20640006701284563,0.9995117584851364,10.20151765186421
2008-01-02 22:00:00,2008-01-02 22:00:00,2008,1,2,0.5683571041334086,0.9994898196211406,10.563255300344814
2008-01-02 23:00:00,2008-01-02 23:00:00,2008,1,2,0.07515692964690746,0.9994673987501137,10.069830917148044
2008-01-03 00:00:00,2008-01-03 00:00:00,2008,1,3,0.9598349817177373,0.9994444958828685,10.954279940546423
2008-01-03 01:00:00,2008-01-03 01:00:00,2008,1,3,0.0020915722000948156,0.9994211110304497,9.996302682504593
2008-01-03 02:00:00,2008-01-03 02:00:00,2008,1,3,0.11625807036426838,0.999397244204135,10.110230512405618
2008-01-03 03:00:00,2008-01-03 03:00:00,2008,1,3,0.3761411529074895,0.999372895415434,10.369870107061828
2008-01-03 04:00:00,2008-01-03 04:00:00,2008,1,3,0.2874891435014104,0.999348064676089,10.2809697902623
2008-01-03 05:00:00,2008-01-03 05:00:00,2008,1,3,0.7300357529103508,0.999322751998075,10.7232632728911
2008-01-03 06:00:00,2008-01-03 06:00:00,2008,1,3,0.7641524932529395,0.9992969573935987,10.757122067188927
2008-01-03 07:00:00,2008-01-03 07:00:00,2008,1,3,0.8249899929097144,0.9992706808750998,10.817696801660713
2008-01-03 08:00:00,2008-01-03 08:00:00,2008,1,3,0.2634128013775473,0.9992439224552503,10.25585202593005
2008-01-03 09:00:00,2008-01-03 09:00:00,2008,1,3,0.988611719633708,0.9992166821469545,10.980778541103252
2008-01-03 10:00:00,2008-01-03 10:00:00,2008,1,3,0.3070505184468767,0.999188959963349,10.298940118080367
2008-01-03 11:00:00,2008-01-03 11:00:00,2008,1,3,0.7948210395888031,0.9991607559178031,10.786428598766832
2008-01-03 12:00:00,2008-01-03 12:00:00,2008,1,3,0.8429999376584956,0.9991320700239181,10.834320637897678
2008-01-03 13:00:00,2008-01-03 13:00:00,2008,1,3,0.7798964676976435,0.9991029022955281,10.770925490652925
2008-01-03 14:00:00,2008-01-03 14:00:00,2008,1,3,0.8788796247240402,0.9990732527466991,10.869612152191031
2008-01-03 15:00:00,2008-01-03 15:00:00,2008,1,3,0.2780601129376762,0.9990431213917298,10.268491326854974
2008-01-03 16:00:00,2008-01-03 16:00:00,2008,1,3,0.4055730416571979,0.9990125082451511,10.395698124108709
2008-01-03 17:00:00,2008-01-03 17:00:00,2008,1,3,0.26420432499382274,0.9989814133217262,10.254018458211085
2008-01-03 18:00:00,2008-01-03 18:00:00,2008,1,3,0.241506154907694,0.9989498366364509,10.231004521272201
2008-01-03 19:00:00,2008-01-03 19:00:00,2008,1,3,0.28800874978801083,0.998917778204553,10.277186531833541
2008-01-03 20:00:00,2008-01-03 20:00:00,2008,1,3,0.015196187910784364,0.9988852380414929,10.004048568325715
2008-01-03 21:00:00,2008-01-03 21:00:00,2008,1,3,0.9986784702793486,0.998852216162963,10.987200631908978
2008-01-03 22:00:00,2008-01-03 22:00:00,2008,1,3,0.8447630657335498,0.9988187125848885,10.832950191582436
2008-01-03 23:00:00,2008-01-03 23:00:00,2008,1,3,0.9480128198256189,0.9987847273234264,10.935860093059883
2008-01-04 00:00:00,2008-01-04 00:00:00,2008,1,4,0.48170006103021823,0.9987502603949663,10.469202664979882
2008-01-04 01:00:00,2008-01-04 01:00:00,2008,1,4,0.6889000749211068,0.9987153118161298,10.676053193082405
2008-01-04 02:00:00,2008-01-04 02:00:00,2008,1,4,0.6227242702792036,0.9986798816037711,10.609523086316914
2008-01-04 03:00:00,2008-01-04 03:00:00,2008,1,4,0.6289305709215184,0.9986439697749765,10.615370268671283
2008-01-04 04:00:00,2008-01-04 04:00:00,2008,1,4,0.29983264777199925,0.9986075763470647,10.285908411242646
2008-01-04 05:00:00,2008-01-04 05:00:00,2008,1,4,0.8611830205659484,0.9985707013375863,10.846890033941811
2008-01-04 06:00:00,2008-01-04 06:00:00,2008,1,4,0.5576924848314403,0.9985333447643246,10.543025932474686
2008-01-04 07:00:00,2008-01-04 07:00:00,2008,1,4,0.3571370179604716,0.9984955066452949,10.342092084413421
2008-01-04 08:00:00,2008-01-04 08:00:00,2008,1,4,0.9856318811443819,0.9984571869987445,10.970203751131827
2008-01-04 09:00:00,2008-01-04 09:00:00,2008,1,4,0.7131315294093882,0.9984183858431536,10.697315387840924
2008-01-04 10:00:00,2008-01-04 10:00:00,2008,1,4,0.04651658433314909,0.9983791031972338,10.030307616305487
2008-01-04 11:00:00,2008-01-04 11:00:00,2008,1,4,0.8551225153265268,0.9983393390799294,10.83851590612582
2008-01-04 12:00:00,2008-01-04 12:00:00,2008,1,4,0.46672132760911555,0.9982990935104169,10.449712262713284
2008-01-04 13:00:00,2008-01-04 13:00:00,2008,1,4,0.22453937696056847,0.9982583665081046,10.207123042041614
2008-01-04 14:00:00,2008-01-04 14:00:00,2008,1,4,0.6151472154347205,0.9982171580926334,10.597318796361055
2008-01-04 15:00:00,2008-01-04 15:00:00,2008,1,4,0.47784282637002384,0.9981754682838762,10.459597509208786
2008-01-04 16:00:00,2008-01-04 16:00:00,2008,1,4,0.05276960822138288,0.9981332971019379,10.034102579240761
2008-01-04 17:00:00,2008-01-04 17:00:00,2008,1,4,0.1872092531286138,0.9980906445671558,10.168115698800172
